--------------------------------------------------------------------
    Bytes Format Units   Label    Explanations
--------------------------------------------------------------------
    1-  5  F5.2  [cm/s2] logg     [0/5] Surface gravity
    7- 12  F6.0  K       Teff     [2000/50000] Effective temperature
   14- 17  F4.1  [Sun]   Z        [-5/1] Metallicity (log[M/H])
   19- 22  F4.1  km/s    xi       [0/8] Microturbulent velocity
   24- 30  F7.4  ---     a        Quadratic ld coefficient a (G2)
   32- 38  F7.4  ---     b        Quadratic ld b (G2)
   40- 41  A2    ---     Filt     Filter (G1)
   43      A1    ---     Met      [LF] Method 
   45- 51  A7    ---     Mod      Model (ATLAS or PHOENIX)
---------------------------------------------------------------------
 5.00  13000  0.2  2.0  0.1395  0.2730 Kp L ATLAS 
 2.50  14000  0.2  2.0  0.1505  0.3001 Kp L ATLAS 
 3.00  14000  0.2  2.0  0.1362  0.2843 Kp L ATLAS 
 3.50  14000  0.2  2.0  0.1312  0.2718 Kp L ATLAS 
 4.00  14000  0.2  2.0  0.1289  0.2652 Kp L ATLAS 
 4.50  14000  0.2  2.0  0.1286  0.2621 Kp L ATLAS 
 5.00  14000  0.2  2.0  0.1287  0.2619 Kp L ATLAS 
 2.50  15000  0.2  2.0  0.1485  0.3012 Kp L ATLAS 
 3.00  15000  0.2  2.0  0.1310  0.2825 Kp L ATLAS 
 3.50  15000  0.2  2.0  0.1246  0.2669 Kp L ATLAS 
 4.00  15000  0.2  2.0  0.1220  0.2573 Kp L ATLAS 
 4.50  15000  0.2  2.0  0.1210  0.2525 Kp L ATLAS 
 5.00  15000  0.2  2.0  0.1207  0.2513 Kp L ATLAS 
 2.50  16000  0.2  2.0  0.1490  0.3034 Kp L ATLAS 
 3.00  16000  0.2  2.0  0.1270  0.2826 Kp L ATLAS 
 3.50  16000  0.2  2.0  0.1196  0.2639 Kp L ATLAS 
 4.00  16000  0.2  2.0  0.1168  0.2515 Kp L ATLAS 
 4.50  16000  0.2  2.0  0.1154  0.2450 Kp L ATLAS 
 5.00  16000  0.2  2.0  0.1149  0.2423 Kp L ATLAS 
 2.50  17000  0.2  2.0  0.1501  0.3084 Kp L ATLAS 
 3.00  17000  0.2  2.0  0.1240  0.2845 Kp L ATLAS 
 3.50  17000  0.2  2.0  0.1159  0.2621 Kp L ATLAS 
 4.00  17000  0.2  2.0  0.1126  0.2475 Kp L ATLAS 
 4.50  17000  0.2  2.0  0.1112  0.2389 Kp L ATLAS 
 5.00  17000  0.2  2.0  0.1103  0.2352 Kp L ATLAS 
 2.50  18000  0.2  2.0  0.1501  0.3171 Kp L ATLAS 
 3.00  18000  0.2  2.0  0.1217  0.2882 Kp L ATLAS 
 3.50  18000  0.2  2.0  0.1127  0.2621 Kp L ATLAS 
 4.00  18000  0.2  2.0  0.1096  0.2443 Kp L ATLAS 
 4.50  18000  0.2  2.0  0.1078  0.2343 Kp L ATLAS 
 5.00  18000  0.2  2.0  0.1067  0.2294 Kp L ATLAS 
 2.50  19000  0.2  2.0  0.1485  0.3286 Kp L ATLAS 
 3.00  19000  0.2  2.0  0.1178  0.2954 Kp L ATLAS 
 3.50  19000  0.2  2.0  0.1091  0.2645 Kp L ATLAS 
 4.00  19000  0.2  2.0  0.1065  0.2431 Kp L ATLAS 
 4.50  19000  0.2  2.0  0.1047  0.2311 Kp L ATLAS 
 5.00  19000  0.2  2.0  0.1039  0.2246 Kp L ATLAS 
 3.00  20000  0.2  2.0  0.1112  0.3058 Kp L ATLAS 
 3.50  20000  0.2  2.0  0.1046  0.2691 Kp L ATLAS 
 4.00  20000  0.2  2.0  0.1033  0.2435 Kp L ATLAS 
 4.50  20000  0.2  2.0  0.1019  0.2292 Kp L ATLAS 
 5.00  20000  0.2  2.0  0.1010  0.2215 Kp L ATLAS 
 3.00  21000  0.2  2.0  0.1036  0.3166 Kp L ATLAS 
 3.50  21000  0.2  2.0  0.0980  0.2765 Kp L ATLAS 
 4.00  21000  0.2  2.0  0.0985  0.2470 Kp L ATLAS 
 4.50  21000  0.2  2.0  0.0990  0.2288 Kp L ATLAS 
 5.00  21000  0.2  2.0  0.0984  0.2195 Kp L ATLAS 
 3.00  22000  0.2  2.0  0.0980  0.3251 Kp L ATLAS 
 3.50  22000  0.2  2.0  0.0900  0.2846 Kp L ATLAS 
 4.00  22000  0.2  2.0  0.0923  0.2523 Kp L ATLAS 
 4.50  22000  0.2  2.0  0.0949  0.2309 Kp L ATLAS 
 5.00  22000  0.2  2.0  0.0954  0.2192 Kp L ATLAS 
 3.00  23000  0.2  2.0  0.0974  0.3304 Kp L ATLAS 
 3.50  23000  0.2  2.0  0.0822  0.2915 Kp L ATLAS 
 4.00  23000  0.2  2.0  0.0854  0.2579 Kp L ATLAS 
 4.50  23000  0.2  2.0  0.0895  0.2346 Kp L ATLAS 
 5.00  23000  0.2  2.0  0.0913  0.2210 Kp L ATLAS 
 3.00  24000  0.2  2.0  0.1012  0.3352 Kp L ATLAS 
 3.50  24000  0.2  2.0  0.0773  0.2959 Kp L ATLAS 
 4.00  24000  0.2  2.0  0.0783  0.2627 Kp L ATLAS 
 4.50  24000  0.2  2.0  0.0833  0.2388 Kp L ATLAS 
 5.00  24000  0.2  2.0  0.0867  0.2237 Kp L ATLAS 
 3.00  25000  0.2  2.0  0.1070  0.3405 Kp L ATLAS 
 3.50  25000  0.2  2.0  0.0753  0.2993 Kp L ATLAS 
 4.00  25000  0.2  2.0  0.0728  0.2657 Kp L ATLAS 
 4.50  25000  0.2  2.0  0.0769  0.2424 Kp L ATLAS 
 5.00  25000  0.2  2.0  0.0811  0.2270 Kp L ATLAS 
 3.50  26000  0.2  2.0  0.0750  0.3034 Kp L ATLAS 
 4.00  26000  0.2  2.0  0.0696  0.2674 Kp L ATLAS 
 4.50  26000  0.2  2.0  0.0720  0.2440 Kp L ATLAS 
 5.00  26000  0.2  2.0  0.0760  0.2291 Kp L ATLAS 
 3.50  27000  0.2  2.0  0.0744  0.3093 Kp L ATLAS 
 4.00  27000  0.2  2.0  0.0674  0.2699 Kp L ATLAS 
 4.50  27000  0.2  2.0  0.0684  0.2448 Kp L ATLAS 
 5.00  27000  0.2  2.0  0.0712  0.2302 Kp L ATLAS 
 3.50  28000  0.2  2.0  0.0721  0.3163 Kp L ATLAS 
 4.00  28000  0.2  2.0  0.0662  0.2727 Kp L ATLAS 
 4.50  28000  0.2  2.0  0.0662  0.2455 Kp L ATLAS 
 5.00  28000  0.2  2.0  0.0681  0.2299 Kp L ATLAS 
 3.50  29000  0.2  2.0  0.0674  0.3243 Kp L ATLAS 
 4.00  29000  0.2  2.0  0.0640  0.2763 Kp L ATLAS 
 4.50  29000  0.2  2.0  0.0645  0.2463 Kp L ATLAS 
 5.00  29000  0.2  2.0  0.0662  0.2288 Kp L ATLAS 
 3.50  30000  0.2  2.0  0.0598  0.3346 Kp L ATLAS 
 4.00  30000  0.2  2.0  0.0599  0.2806 Kp L ATLAS 
 4.50  30000  0.2  2.0  0.0625  0.2473 Kp L ATLAS 
 5.00  30000  0.2  2.0  0.0641  0.2282 Kp L ATLAS 
 4.00  31000  0.2  2.0  0.0542  0.2850 Kp L ATLAS 
 4.50  31000  0.2  2.0  0.0592  0.2483 Kp L ATLAS 
 5.00  31000  0.2  2.0  0.0621  0.2269 Kp L ATLAS 
 4.00  32000  0.2  2.0  0.0466  0.2907 Kp L ATLAS 
 4.50  32000  0.2  2.0  0.0551  0.2490 Kp L ATLAS 
 5.00  32000  0.2  2.0  0.0597  0.2252 Kp L ATLAS 
 4.00  33000  0.2  2.0  0.0379  0.2969 Kp L ATLAS 
 4.50  33000  0.2  2.0  0.0494  0.2505 Kp L ATLAS 
 5.00  33000  0.2  2.0  0.0560  0.2238 Kp L ATLAS 
 4.00  34000  0.2  2.0  0.0286  0.3030 Kp L ATLAS 
 4.50  34000  0.2  2.0  0.0430  0.2521 Kp L ATLAS 
 5.00  34000  0.2  2.0  0.0522  0.2219 Kp L ATLAS 
 4.00  35000  0.2  2.0  0.0218  0.3062 Kp L ATLAS 
 4.50  35000  0.2  2.0  0.0352  0.2543 Kp L ATLAS 
 5.00  35000  0.2  2.0  0.0469  0.2210 Kp L ATLAS 
 4.50  37500  0.2  2.0  0.0206  0.2532 Kp L ATLAS 
 5.00  37500  0.2  2.0  0.0323  0.2173 Kp L ATLAS 
 4.50  40000  0.2  2.0  0.0149  0.2516 Kp L ATLAS 
 5.00  40000  0.2  2.0  0.0233  0.2103 Kp L ATLAS 
 5.00  42500  0.2  2.0  0.0199  0.2069 Kp L ATLAS 
 5.00  45000  0.2  2.0  0.0161  0.2087 Kp L ATLAS 
 5.00  47500  0.2  2.0  0.0122  0.2113 Kp L ATLAS 
 5.00  50000  0.2  2.0  0.0081  0.2144 Kp L ATLAS 
 0.00   3500  0.3  2.0  0.9524 -0.1190 Kp L ATLAS 
 0.50   3500  0.3  2.0  0.9386 -0.1158 Kp L ATLAS 
 1.00   3500  0.3  2.0  0.9192 -0.1083 Kp L ATLAS 
 1.50   3500  0.3  2.0  0.8981 -0.0993 Kp L ATLAS 
 2.00   3500  0.3  2.0  0.8760 -0.0884 Kp L ATLAS 
 2.50   3500  0.3  2.0  0.8532 -0.0754 Kp L ATLAS 
 3.00   3500  0.3  2.0  0.8291 -0.0584 Kp L ATLAS 
 3.50   3500  0.3  2.0  0.7755 -0.0094 Kp L ATLAS 
 4.00   3500  0.3  2.0  0.6375  0.1219 Kp L ATLAS 
 4.50   3500  0.3  2.0  0.5050  0.2417 Kp L ATLAS 
 5.00   3500  0.3  2.0  0.4230  0.3107 Kp L ATLAS 
 0.00   3750  0.3  2.0  0.8843 -0.0526 Kp L ATLAS 
 0.50   3750  0.3  2.0  0.8904 -0.0630 Kp L ATLAS 
 1.00   3750  0.3  2.0  0.8928 -0.0726 Kp L ATLAS 
 1.50   3750  0.3  2.0  0.8923 -0.0815 Kp L ATLAS 
 2.00   3750  0.3  2.0  0.8882 -0.0880 Kp L ATLAS 
 2.50   3750  0.3  2.0  0.8807 -0.0913 Kp L ATLAS 
 3.00   3750  0.3  2.0  0.8685 -0.0896 Kp L ATLAS 
 3.50   3750  0.3  2.0  0.8431 -0.0736 Kp L ATLAS 
 4.00   3750  0.3  2.0  0.7613 -0.0007 Kp L ATLAS 
 4.50   3750  0.3  2.0  0.5825  0.1630 Kp L ATLAS 
 5.00   3750  0.3  2.0  0.4262  0.2964 Kp L ATLAS 
 0.00   4000  0.3  2.0  0.8002  0.0136 Kp L ATLAS 
 0.50   4000  0.3  2.0  0.8042  0.0107 Kp L ATLAS 
 1.00   4000  0.3  2.0  0.8075  0.0059 Kp L ATLAS 
 1.50   4000  0.3  2.0  0.8115 -0.0018 Kp L ATLAS 
 2.00   4000  0.3  2.0  0.8165 -0.0124 Kp L ATLAS 
 2.50   4000  0.3  2.0  0.8211 -0.0241 Kp L ATLAS 
 3.00   4000  0.3  2.0  0.8238 -0.0350 Kp L ATLAS 
 3.50   4000  0.3  2.0  0.8221 -0.0426 Kp L ATLAS 
 4.00   4000  0.3  2.0  0.7982 -0.0285 Kp L ATLAS 
 4.50   4000  0.3  2.0  0.6858  0.0690 Kp L ATLAS 
 5.00   4000  0.3  2.0  0.5032  0.2274 Kp L ATLAS 
 0.00   4250  0.3  2.0  0.7343  0.0558 Kp L ATLAS 
 0.50   4250  0.3  2.0  0.7366  0.0566 Kp L ATLAS 
 1.00   4250  0.3  2.0  0.7375  0.0560 Kp L ATLAS 
 1.50   4250  0.3  2.0  0.7408  0.0512 Kp L ATLAS 
 2.00   4250  0.3  2.0  0.7439  0.0456 Kp L ATLAS 
 2.50   4250  0.3  2.0  0.7470  0.0394 Kp L ATLAS 
 3.00   4250  0.3  2.0  0.7504  0.0323 Kp L ATLAS 
 3.50   4250  0.3  2.0  0.7536  0.0244 Kp L ATLAS 
 4.00   4250  0.3  2.0  0.7544  0.0177 Kp L ATLAS 
 4.50   4250  0.3  2.0  0.7306  0.0338 Kp L ATLAS 
 5.00   4250  0.3  2.0  0.6218  0.1267 Kp L ATLAS 
 0.00   4500  0.3  2.0  0.6733  0.0924 Kp L ATLAS 
 0.50   4500  0.3  2.0  0.6758  0.0947 Kp L ATLAS 
 1.00   4500  0.3  2.0  0.6752  0.0971 Kp L ATLAS 
 1.50   4500  0.3  2.0  0.6792  0.0930 Kp L ATLAS 
 2.00   4500  0.3  2.0  0.6825  0.0882 Kp L ATLAS 
 2.50   4500  0.3  2.0  0.6870  0.0814 Kp L ATLAS 
 3.00   4500  0.3  2.0  0.6914  0.0744 Kp L ATLAS 
 3.50   4500  0.3  2.0  0.6946  0.0683 Kp L ATLAS 
 4.00   4500  0.3  2.0  0.6962  0.0636 Kp L ATLAS 
 4.50   4500  0.3  2.0  0.6960  0.0604 Kp L ATLAS 
 5.00   4500  0.3  2.0  0.6731  0.0783 Kp L ATLAS 
 0.00   4750  0.3  2.0  0.6117  0.1313 Kp L ATLAS 
 0.50   4750  0.3  2.0  0.6131  0.1358 Kp L ATLAS 
 1.00   4750  0.3  2.0  0.6128  0.1386 Kp L ATLAS 
 1.50   4750  0.3  2.0  0.6149  0.1378 Kp L ATLAS 
 2.00   4750  0.3  2.0  0.6194  0.1331 Kp L ATLAS 
 2.50   4750  0.3  2.0  0.6257  0.1257 Kp L ATLAS 
 3.00   4750  0.3  2.0  0.6326  0.1173 Kp L ATLAS 
 3.50   4750  0.3  2.0  0.6377  0.1101 Kp L ATLAS 
 4.00   4750  0.3  2.0  0.6421  0.1033 Kp L ATLAS 
 4.50   4750  0.3  2.0  0.6441  0.0989 Kp L ATLAS 
 5.00   4750  0.3  2.0  0.6447  0.0960 Kp L ATLAS 
 0.00   5000  0.3  2.0  0.5420  0.1772 Kp L ATLAS 
 0.50   5000  0.3  2.0  0.5460  0.1806 Kp L ATLAS 
 1.00   5000  0.3  2.0  0.5483  0.1822 Kp L ATLAS 
 1.50   5000  0.3  2.0  0.5528  0.1800 Kp L ATLAS 
 2.00   5000  0.3  2.0  0.5564  0.1769 Kp L ATLAS 
 2.50   5000  0.3  2.0  0.5642  0.1694 Kp L ATLAS 
 3.00   5000  0.3  2.0  0.5719  0.1614 Kp L ATLAS 
 3.50   5000  0.3  2.0  0.5780  0.1544 Kp L ATLAS 
 4.00   5000  0.3  2.0  0.5849  0.1466 Kp L ATLAS 
 4.50   5000  0.3  2.0  0.5896  0.1405 Kp L ATLAS 
 5.00   5000  0.3  2.0  0.5921  0.1364 Kp L ATLAS 
 0.00   5250  0.3  2.0  0.4752  0.2168 Kp L ATLAS 
 0.50   5250  0.3  2.0  0.4804  0.2209 Kp L ATLAS 
 1.00   5250  0.3  2.0  0.4837  0.2229 Kp L ATLAS 
 1.50   5250  0.3  2.0  0.4880  0.2227 Kp L ATLAS 
 2.00   5250  0.3  2.0  0.4935  0.2190 Kp L ATLAS 
 2.50   5250  0.3  2.0  0.5020  0.2120 Kp L ATLAS 
 3.00   5250  0.3  2.0  0.5110  0.2037 Kp L ATLAS 
 3.50   5250  0.3  2.0  0.5198  0.1952 Kp L ATLAS 
 4.00   5250  0.3  2.0  0.5277  0.1875 Kp L ATLAS 
 4.50   5250  0.3  2.0  0.5324  0.1828 Kp L ATLAS 
 5.00   5250  0.3  2.0  0.5370  0.1780 Kp L ATLAS 
 0.00   5500  0.3  2.0  0.5129  0.1599 Kp L ATLAS 
 0.50   5500  0.3  2.0  0.4220  0.2500 Kp L ATLAS 
 1.00   5500  0.3  2.0  0.4266  0.2541 Kp L ATLAS 
 1.50   5500  0.3  2.0  0.4328  0.2540 Kp L ATLAS 
 2.00   5500  0.3  2.0  0.4376  0.2528 Kp L ATLAS 
 2.50   5500  0.3  2.0  0.4451  0.2481 Kp L ATLAS 
 3.00   5500  0.3  2.0  0.4525  0.2421 Kp L ATLAS 
 3.50   5500  0.3  2.0  0.4637  0.2326 Kp L ATLAS 
 4.00   5500  0.3  2.0  0.4725  0.2245 Kp L ATLAS 
 4.50   5500  0.3  2.0  0.4785  0.2193 Kp L ATLAS 
 5.00   5500  0.3  2.0  0.4823  0.2165 Kp L ATLAS 
 0.00   5750  0.3  2.0  0.5088  0.1544 Kp L ATLAS 
 0.50   5750  0.3  2.0  0.4783  0.1798 Kp L ATLAS 
 1.00   5750  0.3  2.0  0.3801  0.2724 Kp L ATLAS 
 1.50   5750  0.3  2.0  0.3814  0.2801 Kp L ATLAS 
 2.00   5750  0.3  2.0  0.3852  0.2807 Kp L ATLAS 
 2.50   5750  0.3  2.0  0.3922  0.2785 Kp L ATLAS 
 3.00   5750  0.3  2.0  0.4002  0.2738 Kp L ATLAS 
 3.50   5750  0.3  2.0  0.4109  0.2657 Kp L ATLAS 
 4.00   5750  0.3  2.0  0.4213  0.2570 Kp L ATLAS 
 4.50   5750  0.3  2.0  0.4282  0.2514 Kp L ATLAS 
 5.00   5750  0.3  2.0  0.4321  0.2487 Kp L ATLAS 
 0.00   6000  0.3  2.0  0.4977  0.1575 Kp L ATLAS 
 0.50   6000  0.3  2.0  0.4764  0.1791 Kp L ATLAS 
 1.00   6000  0.3  2.0  0.4474  0.1990 Kp L ATLAS 
 1.50   6000  0.3  2.0  0.3429  0.2930 Kp L ATLAS 
 2.00   6000  0.3  2.0  0.3425  0.3018 Kp L ATLAS 
 2.50   6000  0.3  2.0  0.3485  0.3002 Kp L ATLAS 
 3.00   6000  0.3  2.0  0.3554  0.2976 Kp L ATLAS 
 3.50   6000  0.3  2.0  0.3647  0.2918 Kp L ATLAS 
 4.00   6000  0.3  2.0  0.3747  0.2845 Kp L ATLAS 
 4.50   6000  0.3  2.0  0.3810  0.2799 Kp L ATLAS 
 5.00   6000  0.3  2.0  0.3866  0.2758 Kp L ATLAS 
 0.50   6250  0.3  2.0  0.4695  0.1805 Kp L ATLAS 
 1.00   6250  0.3  2.0  0.4435  0.2034 Kp L ATLAS 
 1.50   6250  0.3  2.0  0.4078  0.2247 Kp L ATLAS 
 2.00   6250  0.3  2.0  0.3131  0.3087 Kp L ATLAS 
 2.50   6250  0.3  2.0  0.3120  0.3170 Kp L ATLAS 
 3.00   6250  0.3  2.0  0.3180  0.3154 Kp L ATLAS 
 3.50   6250  0.3  2.0  0.3255  0.3111 Kp L ATLAS 
 4.00   6250  0.3  2.0  0.3325  0.3070 Kp L ATLAS 
 4.50   6250  0.3  2.0  0.3403  0.3016 Kp L ATLAS 
 5.00   6250  0.3  2.0  0.3447  0.2987 Kp L ATLAS 
 0.50   6500  0.3  2.0  0.4561  0.1849 Kp L ATLAS 
 1.00   6500  0.3  2.0  0.4418  0.2024 Kp L ATLAS 
 1.50   6500  0.3  2.0  0.4116  0.2254 Kp L ATLAS 
 2.00   6500  0.3  2.0  0.3650  0.2557 Kp L ATLAS 
 2.50   6500  0.3  2.0  0.2878  0.3214 Kp L ATLAS 
 3.00   6500  0.3  2.0  0.2872  0.3282 Kp L ATLAS 
 3.50   6500  0.3  2.0  0.2934  0.3247 Kp L ATLAS 
 4.00   6500  0.3  2.0  0.2990  0.3218 Kp L ATLAS 
 4.50   6500  0.3  2.0  0.3067  0.3171 Kp L ATLAS 
 5.00   6500  0.3  2.0  0.3083  0.3164 Kp L ATLAS 
 0.50   6750  0.3  2.0  0.4311  0.2016 Kp L ATLAS 
 1.00   6750  0.3  2.0  0.4295  0.2068 Kp L ATLAS 
 1.50   6750  0.3  2.0  0.4123  0.2245 Kp L ATLAS 
 2.00   6750  0.3  2.0  0.3796  0.2461 Kp L ATLAS 
 2.50   6750  0.3  2.0  0.3235  0.2842 Kp L ATLAS 
 3.00   6750  0.3  2.0  0.2693  0.3288 Kp L ATLAS 
 3.50   6750  0.3  2.0  0.2673  0.3360 Kp L ATLAS 
 4.00   6750  0.3  2.0  0.2733  0.3325 Kp L ATLAS 
 4.50   6750  0.3  2.0  0.2782  0.3287 Kp L ATLAS 
 5.00   6750  0.3  2.0  0.2807  0.3269 Kp L ATLAS 
 0.50   7000  0.3  2.0  0.4076  0.2179 Kp L ATLAS 
 1.00   7000  0.3  2.0  0.4022  0.2254 Kp L ATLAS 
 1.50   7000  0.3  2.0  0.4018  0.2278 Kp L ATLAS 
 2.00   7000  0.3  2.0  0.3819  0.2459 Kp L ATLAS 
 2.50   7000  0.3  2.0  0.3452  0.2682 Kp L ATLAS 
 3.00   7000  0.3  2.0  0.2875  0.3047 Kp L ATLAS 
 3.50   7000  0.3  2.0  0.2476  0.3421 Kp L ATLAS 
 4.00   7000  0.3  2.0  0.2511  0.3409 Kp L ATLAS 
 4.50   7000  0.3  2.0  0.2554  0.3369 Kp L ATLAS 
 5.00   7000  0.3  2.0  0.2577  0.3352 Kp L ATLAS 
 0.50   7250  0.3  2.0  0.3871  0.2315 Kp L ATLAS 
 1.00   7250  0.3  2.0  0.3765  0.2425 Kp L ATLAS 
 1.50   7250  0.3  2.0  0.3733  0.2468 Kp L ATLAS 
 2.00   7250  0.3  2.0  0.3744  0.2465 Kp L ATLAS 
 2.50   7250  0.3  2.0  0.3512  0.2658 Kp L ATLAS 
 3.00   7250  0.3  2.0  0.3091  0.2906 Kp L ATLAS 
 3.50   7250  0.3  2.0  0.2525  0.3229 Kp L ATLAS 
 4.00   7250  0.3  2.0  0.2332  0.3474 Kp L ATLAS 
 4.50   7250  0.3  2.0  0.2351  0.3446 Kp L ATLAS 
 5.00   7250  0.3  2.0  0.2383  0.3415 Kp L ATLAS 
 1.00   7500  0.3  2.0  0.3531  0.2563 Kp L ATLAS 
 1.50   7500  0.3  2.0  0.3454  0.2640 Kp L ATLAS 
 2.00   7500  0.3  2.0  0.3462  0.2640 Kp L ATLAS 
 2.50   7500  0.3  2.0  0.3480  0.2621 Kp L ATLAS 
 3.00   7500  0.3  2.0  0.3210  0.2834 Kp L ATLAS 
 3.50   7500  0.3  2.0  0.2743  0.3114 Kp L ATLAS 
 4.00   7500  0.3  2.0  0.2228  0.3485 Kp L ATLAS 
 4.50   7500  0.3  2.0  0.2182  0.3513 Kp L ATLAS 
 5.00   7500  0.3  2.0  0.2201  0.3482 Kp L ATLAS 
 1.00   7750  0.3  2.0  0.3354  0.2637 Kp L ATLAS 
 1.50   7750  0.3  2.0  0.3208  0.2765 Kp L ATLAS 
 2.00   7750  0.3  2.0  0.3151  0.2816 Kp L ATLAS 
 2.50   7750  0.3  2.0  0.3175  0.2794 Kp L ATLAS 
 3.00   7750  0.3  2.0  0.3203  0.2768 Kp L ATLAS 
 3.50   7750  0.3  2.0  0.2894  0.3005 Kp L ATLAS 
 4.00   7750  0.3  2.0  0.2392  0.3311 Kp L ATLAS 
 4.50   7750  0.3  2.0  0.2061  0.3552 Kp L ATLAS 
 5.00   7750  0.3  2.0  0.2048  0.3541 Kp L ATLAS 
 1.00   8000  0.3  2.0  0.3242  0.2650 Kp L ATLAS 
 1.50   8000  0.3  2.0  0.3044  0.2811 Kp L ATLAS 
 2.00   8000  0.3  2.0  0.2933  0.2898 Kp L ATLAS 
 2.50   8000  0.3  2.0  0.2902  0.2921 Kp L ATLAS 
 3.00   8000  0.3  2.0  0.2923  0.2901 Kp L ATLAS 
 3.50   8000  0.3  2.0  0.2934  0.2892 Kp L ATLAS 
 4.00   8000  0.3  2.0  0.2571  0.3178 Kp L ATLAS 
 4.50   8000  0.3  2.0  0.2072  0.3486 Kp L ATLAS 
 5.00   8000  0.3  2.0  0.1863  0.3593 Kp L ATLAS 
 1.00   8250  0.3  2.0  0.3196  0.2612 Kp L ATLAS 
 1.50   8250  0.3  2.0  0.2946  0.2807 Kp L ATLAS 
 2.00   8250  0.3  2.0  0.2788  0.2911 Kp L ATLAS 
 2.50   8250  0.3  2.0  0.2703  0.2969 Kp L ATLAS 
 3.00   8250  0.3  2.0  0.2694  0.2974 Kp L ATLAS 
 3.50   8250  0.3  2.0  0.2725  0.2950 Kp L ATLAS 
 4.00   8250  0.3  2.0  0.2690  0.2992 Kp L ATLAS 
 4.50   8250  0.3  2.0  0.2263  0.3321 Kp L ATLAS 
 5.00   8250  0.3  2.0  0.1859  0.3593 Kp L ATLAS 
 1.00   8500  0.3  2.0  0.3212  0.2546 Kp L ATLAS 
 1.50   8500  0.3  2.0  0.2877  0.2802 Kp L ATLAS 
 2.00   8500  0.3  2.0  0.2694  0.2899 Kp L ATLAS 
 2.50   8500  0.3  2.0  0.2589  0.2946 Kp L ATLAS 
 3.00   8500  0.3  2.0  0.2531  0.2979 Kp L ATLAS 
 3.50   8500  0.3  2.0  0.2521  0.2989 Kp L ATLAS 
 4.00   8500  0.3  2.0  0.2557  0.2967 Kp L ATLAS 
 4.50   8500  0.3  2.0  0.2438  0.3095 Kp L ATLAS 
 5.00   8500  0.3  2.0  0.1951  0.3470 Kp L ATLAS 
 1.50   8750  0.3  2.0  0.2813  0.2814 Kp L ATLAS 
 2.00   8750  0.3  2.0  0.2613  0.2904 Kp L ATLAS 
 2.50   8750  0.3  2.0  0.2493  0.2938 Kp L ATLAS 
 3.00   8750  0.3  2.0  0.2420  0.2956 Kp L ATLAS 
 3.50   8750  0.3  2.0  0.2387  0.2969 Kp L ATLAS 
 4.00   8750  0.3  2.0  0.2387  0.2973 Kp L ATLAS 
 4.50   8750  0.3  2.0  0.2400  0.2979 Kp L ATLAS 
 5.00   8750  0.3  2.0  0.2163  0.3224 Kp L ATLAS 
 1.50   9000  0.3  2.0  0.2751  0.2836 Kp L ATLAS 
 2.00   9000  0.3  2.0  0.2537  0.2925 Kp L ATLAS 
 2.50   9000  0.3  2.0  0.2410  0.2947 Kp L ATLAS 
 3.00   9000  0.3  2.0  0.2330  0.2948 Kp L ATLAS 
 3.50   9000  0.3  2.0  0.2282  0.2949 Kp L ATLAS 
 4.00   9000  0.3  2.0  0.2268  0.2949 Kp L ATLAS 
 4.50   9000  0.3  2.0  0.2276  0.2949 Kp L ATLAS 
 5.00   9000  0.3  2.0  0.2318  0.2930 Kp L ATLAS 
 2.00   9250  0.3  2.0  0.2457  0.2957 Kp L ATLAS 
 2.50   9250  0.3  2.0  0.2334  0.2966 Kp L ATLAS 
 3.00   9250  0.3  2.0  0.2252  0.2956 Kp L ATLAS 
 3.50   9250  0.3  2.0  0.2199  0.2942 Kp L ATLAS 
 4.00   9250  0.3  2.0  0.2166  0.2937 Kp L ATLAS 
 4.50   9250  0.3  2.0  0.2160  0.2931 Kp L ATLAS 
 5.00   9250  0.3  2.0  0.2177  0.2924 Kp L ATLAS 
 2.00   9500  0.3  2.0  0.2373  0.2993 Kp L ATLAS 
 2.50   9500  0.3  2.0  0.2255  0.2992 Kp L ATLAS 
 3.00   9500  0.3  2.0  0.2182  0.2966 Kp L ATLAS 
 3.50   9500  0.3  2.0  0.2128  0.2943 Kp L ATLAS 
 4.00   9500  0.3  2.0  0.2088  0.2930 Kp L ATLAS 
 4.50   9500  0.3  2.0  0.2072  0.2917 Kp L ATLAS 
 5.00   9500  0.3  2.0  0.2073  0.2908 Kp L ATLAS 
 2.00   9750  0.3  2.0  0.2292  0.3021 Kp L ATLAS 
 2.50   9750  0.3  2.0  0.2177  0.3015 Kp L ATLAS 
 3.00   9750  0.3  2.0  0.2108  0.2985 Kp L ATLAS 
 3.50   9750  0.3  2.0  0.2059  0.2954 Kp L ATLAS 
 4.00   9750  0.3  2.0  0.2021  0.2929 Kp L ATLAS 
 4.50   9750  0.3  2.0  0.1996  0.2913 Kp L ATLAS 
 5.00   9750  0.3  2.0  0.1990  0.2897 Kp L ATLAS 
 2.00  10000  0.3  2.0  0.2219  0.3040 Kp L ATLAS 
 2.50  10000  0.3  2.0  0.2094  0.3039 Kp L ATLAS 
 3.00  10000  0.3  2.0  0.2037  0.2999 Kp L ATLAS 
 3.50  10000  0.3  2.0  0.1997  0.2960 Kp L ATLAS 
 4.00  10000  0.3  2.0  0.1962  0.2930 Kp L ATLAS 
