--------------------------------------------------------------------
    Bytes Format Units   Label    Explanations
--------------------------------------------------------------------
    1-  5  F5.2  [cm/s2] logg     [0/5] Surface gravity
    7- 12  F6.0  K       Teff     [2000/50000] Effective temperature
   14- 17  F4.1  [Sun]   Z        [-5/1] Metallicity (log[M/H])
   19- 22  F4.1  km/s    xi       [0/8] Microturbulent velocity
   24- 30  F7.4  ---     a        Quadratic ld coefficient a (G2)
   32- 38  F7.4  ---     b        Quadratic ld b (G2)
   40- 41  A2    ---     Filt     Filter (G1)
   43      A1    ---     Met      [LF] Method 
   45- 51  A7    ---     Mod      Model (ATLAS or PHOENIX)
---------------------------------------------------------------------
 4.50   7500 -0.5  2.0  0.2292  0.3303 Kp L ATLAS 
 5.00   7500 -0.5  2.0  0.2305  0.3277 Kp L ATLAS 
 1.00   7750 -0.5  2.0  0.3299  0.2654 Kp L ATLAS 
 1.50   7750 -0.5  2.0  0.3210  0.2719 Kp L ATLAS 
 2.00   7750 -0.5  2.0  0.3214  0.2697 Kp L ATLAS 
 2.50   7750 -0.5  2.0  0.3270  0.2625 Kp L ATLAS 
 3.00   7750 -0.5  2.0  0.3267  0.2613 Kp L ATLAS 
 3.50   7750 -0.5  2.0  0.2898  0.2875 Kp L ATLAS 
 4.00   7750 -0.5  2.0  0.2336  0.3235 Kp L ATLAS 
 4.50   7750 -0.5  2.0  0.2125  0.3383 Kp L ATLAS 
 5.00   7750 -0.5  2.0  0.2171  0.3341 Kp L ATLAS 
 1.00   8000 -0.5  2.0  0.3161  0.2687 Kp L ATLAS 
 1.50   8000 -0.5  2.0  0.3009  0.2796 Kp L ATLAS 
 2.00   8000 -0.5  2.0  0.2961  0.2811 Kp L ATLAS 
 2.50   8000 -0.5  2.0  0.2979  0.2776 Kp L ATLAS 
 3.00   8000 -0.5  2.0  0.3056  0.2688 Kp L ATLAS 
 3.50   8000 -0.5  2.0  0.3017  0.2719 Kp L ATLAS 
 4.00   8000 -0.5  2.0  0.2586  0.3036 Kp L ATLAS 
 4.50   8000 -0.5  2.0  0.2092  0.3377 Kp L ATLAS 
 5.00   8000 -0.5  2.0  0.2034  0.3400 Kp L ATLAS 
 1.00   8250 -0.5  2.0  0.3095  0.2667 Kp L ATLAS 
 1.50   8250 -0.5  2.0  0.2869  0.2832 Kp L ATLAS 
 2.00   8250 -0.5  2.0  0.2770  0.2874 Kp L ATLAS 
 2.50   8250 -0.5  2.0  0.2760  0.2853 Kp L ATLAS 
 3.00   8250 -0.5  2.0  0.2801  0.2796 Kp L ATLAS 
 3.50   8250 -0.5  2.0  0.2866  0.2727 Kp L ATLAS 
 4.00   8250 -0.5  2.0  0.2750  0.2843 Kp L ATLAS 
 4.50   8250 -0.5  2.0  0.2248  0.3231 Kp L ATLAS 
 5.00   8250 -0.5  2.0  0.1877  0.3451 Kp L ATLAS 
 1.00   8500 -0.5  2.0  0.3114  0.2595 Kp L ATLAS 
 1.50   8500 -0.5  2.0  0.2775  0.2846 Kp L ATLAS 
 2.00   8500 -0.5  2.0  0.2629  0.2912 Kp L ATLAS 
 2.50   8500 -0.5  2.0  0.2575  0.2913 Kp L ATLAS 
 3.00   8500 -0.5  2.0  0.2588  0.2873 Kp L ATLAS 
 3.50   8500 -0.5  2.0  0.2642  0.2809 Kp L ATLAS 
 4.00   8500 -0.5  2.0  0.2707  0.2747 Kp L ATLAS 
 4.50   8500 -0.5  2.0  0.2471  0.2982 Kp L ATLAS 
 5.00   8500 -0.5  2.0  0.1972  0.3359 Kp L ATLAS 
 1.50   8750 -0.5  2.0  0.2714  0.2845 Kp L ATLAS 
 2.00   8750 -0.5  2.0  0.2528  0.2931 Kp L ATLAS 
 2.50   8750 -0.5  2.0  0.2445  0.2943 Kp L ATLAS 
 3.00   8750 -0.5  2.0  0.2427  0.2918 Kp L ATLAS 
 3.50   8750 -0.5  2.0  0.2454  0.2871 Kp L ATLAS 
 4.00   8750 -0.5  2.0  0.2513  0.2807 Kp L ATLAS 
 4.50   8750 -0.5  2.0  0.2543  0.2788 Kp L ATLAS 
 5.00   8750 -0.5  2.0  0.2169  0.3149 Kp L ATLAS 
 1.50   9000 -0.5  2.0  0.2696  0.2819 Kp L ATLAS 
 2.00   9000 -0.5  2.0  0.2481  0.2910 Kp L ATLAS 
 2.50   9000 -0.5  2.0  0.2377  0.2928 Kp L ATLAS 
 3.00   9000 -0.5  2.0  0.2337  0.2913 Kp L ATLAS 
 3.50   9000 -0.5  2.0  0.2342  0.2878 Kp L ATLAS 
 4.00   9000 -0.5  2.0  0.2381  0.2827 Kp L ATLAS 
 4.50   9000 -0.5  2.0  0.2452  0.2755 Kp L ATLAS 
 5.00   9000 -0.5  2.0  0.2541  0.2670 Kp L ATLAS 
 2.00   9250 -0.5  2.0  0.2406  0.2926 Kp L ATLAS 
 2.50   9250 -0.5  2.0  0.2283  0.2946 Kp L ATLAS 
 3.00   9250 -0.5  2.0  0.2240  0.2923 Kp L ATLAS 
 3.50   9250 -0.5  2.0  0.2224  0.2901 Kp L ATLAS 
 4.00   9250 -0.5  2.0  0.2241  0.2867 Kp L ATLAS 
 4.50   9250 -0.5  2.0  0.2288  0.2814 Kp L ATLAS 
 5.00   9250 -0.5  2.0  0.2364  0.2737 Kp L ATLAS 
 2.00   9500 -0.5  2.0  0.2335  0.2942 Kp L ATLAS 
 2.50   9500 -0.5  2.0  0.2209  0.2951 Kp L ATLAS 
 3.00   9500 -0.5  2.0  0.2151  0.2932 Kp L ATLAS 
 3.50   9500 -0.5  2.0  0.2120  0.2916 Kp L ATLAS 
 4.00   9500 -0.5  2.0  0.2138  0.2879 Kp L ATLAS 
 4.50   9500 -0.5  2.0  0.2166  0.2843 Kp L ATLAS 
 5.00   9500 -0.5  2.0  0.2219  0.2787 Kp L ATLAS 
 2.00   9750 -0.5  2.0  0.2271  0.2953 Kp L ATLAS 
 2.50   9750 -0.5  2.0  0.2138  0.2958 Kp L ATLAS 
 3.00   9750 -0.5  2.0  0.2079  0.2931 Kp L ATLAS 
 3.50   9750 -0.5  2.0  0.2042  0.2915 Kp L ATLAS 
 4.00   9750 -0.5  2.0  0.2032  0.2897 Kp L ATLAS 
 4.50   9750 -0.5  2.0  0.2048  0.2873 Kp L ATLAS 
 5.00   9750 -0.5  2.0  0.2091  0.2827 Kp L ATLAS 
 2.00  10000 -0.5  2.0  0.2209  0.2965 Kp L ATLAS 
 2.50  10000 -0.5  2.0  0.2072  0.2962 Kp L ATLAS 
 3.00  10000 -0.5  2.0  0.2008  0.2933 Kp L ATLAS 
 3.50  10000 -0.5  2.0  0.1968  0.2915 Kp L ATLAS 
 4.00  10000 -0.5  2.0  0.1957  0.2893 Kp L ATLAS 
 4.50  10000 -0.5  2.0  0.1956  0.2882 Kp L ATLAS 
 5.00  10000 -0.5  2.0  0.1981  0.2856 Kp L ATLAS 
 2.00  10500 -0.5  2.0  0.2098  0.2982 Kp L ATLAS 
 2.50  10500 -0.5  2.0  0.1948  0.2964 Kp L ATLAS 
 3.00  10500 -0.5  2.0  0.1884  0.2923 Kp L ATLAS 
 3.50  10500 -0.5  2.0  0.1853  0.2889 Kp L ATLAS 
 4.00  10500 -0.5  2.0  0.1837  0.2866 Kp L ATLAS 
 4.50  10500 -0.5  2.0  0.1821  0.2863 Kp L ATLAS 
 5.00  10500 -0.5  2.0  0.1816  0.2865 Kp L ATLAS 
 2.50  11000 -0.5  2.0  0.1838  0.2962 Kp L ATLAS 
 3.00  11000 -0.5  2.0  0.1773  0.2908 Kp L ATLAS 
 3.50  11000 -0.5  2.0  0.1750  0.2861 Kp L ATLAS 
 4.00  11000 -0.5  2.0  0.1734  0.2835 Kp L ATLAS 
 4.50  11000 -0.5  2.0  0.1726  0.2820 Kp L ATLAS 
 5.00  11000 -0.5  2.0  0.1713  0.2825 Kp L ATLAS 
 2.50  11500 -0.5  2.0  0.1752  0.2952 Kp L ATLAS 
 3.00  11500 -0.5  2.0  0.1678  0.2886 Kp L ATLAS 
 3.50  11500 -0.5  2.0  0.1657  0.2833 Kp L ATLAS 
 4.00  11500 -0.5  2.0  0.1651  0.2796 Kp L ATLAS 
 4.50  11500 -0.5  2.0  0.1645  0.2779 Kp L ATLAS 
 5.00  11500 -0.5  2.0  0.1631  0.2780 Kp L ATLAS 
 2.50  12000 -0.5  2.0  0.1682  0.2943 Kp L ATLAS 
 3.00  12000 -0.5  2.0  0.1600  0.2859 Kp L ATLAS 
 3.50  12000 -0.5  2.0  0.1577  0.2797 Kp L ATLAS 
 4.00  12000 -0.5  2.0  0.1571  0.2761 Kp L ATLAS 
 4.50  12000 -0.5  2.0  0.1572  0.2740 Kp L ATLAS 
 5.00  12000 -0.5  2.0  0.1563  0.2739 Kp L ATLAS 
 2.50  12500 -0.5  2.0  0.1627  0.2939 Kp L ATLAS 
 3.00  12500 -0.5  2.0  0.1538  0.2832 Kp L ATLAS 
 3.50  12500 -0.5  2.0  0.1512  0.2757 Kp L ATLAS 
 4.00  12500 -0.5  2.0  0.1501  0.2721 Kp L ATLAS 
 4.50  12500 -0.5  2.0  0.1502  0.2703 Kp L ATLAS 
 5.00  12500 -0.5  2.0  0.1499  0.2702 Kp L ATLAS 
 2.50  13000 -0.5  2.0  0.1586  0.2938 Kp L ATLAS 
 3.00  13000 -0.5  2.0  0.1487  0.2810 Kp L ATLAS 
 3.50  13000 -0.5  2.0  0.1455  0.2721 Kp L ATLAS 
 4.00  13000 -0.5  2.0  0.1442  0.2679 Kp L ATLAS 
 4.50  13000 -0.5  2.0  0.1442  0.2660 Kp L ATLAS 
 5.00  13000 -0.5  2.0  0.1441  0.2660 Kp L ATLAS 
 2.00  14000 -0.5  2.0  0.1882  0.3053 Kp L ATLAS 
 2.50  14000 -0.5  2.0  0.1521  0.2952 Kp L ATLAS 
 3.00  14000 -0.5  2.0  0.1405  0.2785 Kp L ATLAS 
 3.50  14000 -0.5  2.0  0.1364  0.2663 Kp L ATLAS 
 4.00  14000 -0.5  2.0  0.1348  0.2599 Kp L ATLAS 
 4.50  14000 -0.5  2.0  0.1343  0.2573 Kp L ATLAS 
 5.00  14000 -0.5  2.0  0.1342  0.2573 Kp L ATLAS 
 2.50  15000 -0.5  2.0  0.1484  0.2973 Kp L ATLAS 
 3.00  15000 -0.5  2.0  0.1340  0.2779 Kp L ATLAS 
 3.50  15000 -0.5  2.0  0.1296  0.2622 Kp L ATLAS 
 4.00  15000 -0.5  2.0  0.1281  0.2528 Kp L ATLAS 
 4.50  15000 -0.5  2.0  0.1270  0.2490 Kp L ATLAS 
 5.00  15000 -0.5  2.0  0.1266  0.2484 Kp L ATLAS 
 2.50  16000 -0.5  2.0  0.1462  0.3005 Kp L ATLAS 
 3.00  16000 -0.5  2.0  0.1293  0.2782 Kp L ATLAS 
 3.50  16000 -0.5  2.0  0.1243  0.2596 Kp L ATLAS 
 4.00  16000 -0.5  2.0  0.1223  0.2481 Kp L ATLAS 
 4.50  16000 -0.5  2.0  0.1217  0.2419 Kp L ATLAS 
 5.00  16000 -0.5  2.0  0.1207  0.2405 Kp L ATLAS 
 2.50  17000 -0.5  2.0  0.1457  0.3046 Kp L ATLAS 
 3.00  17000 -0.5  2.0  0.1248  0.2803 Kp L ATLAS 
 3.50  17000 -0.5  2.0  0.1193  0.2586 Kp L ATLAS 
 4.00  17000 -0.5  2.0  0.1178  0.2443 Kp L ATLAS 
 4.50  17000 -0.5  2.0  0.1168  0.2368 Kp L ATLAS 
 5.00  17000 -0.5  2.0  0.1162  0.2338 Kp L ATLAS 
 2.50  18000 -0.5  2.0  0.1455  0.3110 Kp L ATLAS 
 3.00  18000 -0.5  2.0  0.1212  0.2829 Kp L ATLAS 
 3.50  18000 -0.5  2.0  0.1145  0.2587 Kp L ATLAS 
 4.00  18000 -0.5  2.0  0.1133  0.2419 Kp L ATLAS 
 4.50  18000 -0.5  2.0  0.1130  0.2324 Kp L ATLAS 
 5.00  18000 -0.5  2.0  0.1123  0.2283 Kp L ATLAS 
 2.50  19000 -0.5  2.0  0.1452  0.3194 Kp L ATLAS 
 3.00  19000 -0.5  2.0  0.1169  0.2881 Kp L ATLAS 
 3.50  19000 -0.5  2.0  0.1104  0.2593 Kp L ATLAS 
 4.00  19000 -0.5  2.0  0.1090  0.2404 Kp L ATLAS 
 4.50  19000 -0.5  2.0  0.1088  0.2294 Kp L ATLAS 
 5.00  19000 -0.5  2.0  0.1087  0.2240 Kp L ATLAS 
 3.00  20000 -0.5  2.0  0.1120  0.2950 Kp L ATLAS 
 3.50  20000 -0.5  2.0  0.1055  0.2622 Kp L ATLAS 
 4.00  20000 -0.5  2.0  0.1047  0.2401 Kp L ATLAS 
 4.50  20000 -0.5  2.0  0.1050  0.2273 Kp L ATLAS 
 5.00  20000 -0.5  2.0  0.1048  0.2211 Kp L ATLAS 
 3.00  21000 -0.5  2.0  0.1061  0.3035 Kp L ATLAS 
 3.50  21000 -0.5  2.0  0.0999  0.2667 Kp L ATLAS 
 4.00  21000 -0.5  2.0  0.1002  0.2409 Kp L ATLAS 
 4.50  21000 -0.5  2.0  0.1010  0.2261 Kp L ATLAS 
 5.00  21000 -0.5  2.0  0.1010  0.2189 Kp L ATLAS 
 3.00  22000 -0.5  2.0  0.1002  0.3124 Kp L ATLAS 
 3.50  22000 -0.5  2.0  0.0933  0.2730 Kp L ATLAS 
 4.00  22000 -0.5  2.0  0.0947  0.2440 Kp L ATLAS 
 4.50  22000 -0.5  2.0  0.0968  0.2262 Kp L ATLAS 
 5.00  22000 -0.5  2.0  0.0971  0.2178 Kp L ATLAS 
 3.00  23000 -0.5  2.0  0.0967  0.3198 Kp L ATLAS 
 3.50  23000 -0.5  2.0  0.0866  0.2794 Kp L ATLAS 
 4.00  23000 -0.5  2.0  0.0885  0.2484 Kp L ATLAS 
 4.50  23000 -0.5  2.0  0.0915  0.2285 Kp L ATLAS 
 5.00  23000 -0.5  2.0  0.0927  0.2183 Kp L ATLAS 
 3.00  24000 -0.5  2.0  0.0979  0.3253 Kp L ATLAS 
 3.50  24000 -0.5  2.0  0.0806  0.2852 Kp L ATLAS 
 4.00  24000 -0.5  2.0  0.0824  0.2527 Kp L ATLAS 
 4.50  24000 -0.5  2.0  0.0857  0.2317 Kp L ATLAS 
 5.00  24000 -0.5  2.0  0.0880  0.2199 Kp L ATLAS 
 3.00  25000 -0.5  2.0  0.1015  0.3313 Kp L ATLAS 
 3.50  25000 -0.5  2.0  0.0764  0.2904 Kp L ATLAS 
 4.00  25000 -0.5  2.0  0.0761  0.2571 Kp L ATLAS 
 4.50  25000 -0.5  2.0  0.0801  0.2349 Kp L ATLAS 
 5.00  25000 -0.5  2.0  0.0830  0.2222 Kp L ATLAS 
 3.00  26000 -0.5  2.0  0.1041  0.3388 Kp L ATLAS 
 3.50  26000 -0.5  2.0  0.0748  0.2949 Kp L ATLAS 
 4.00  26000 -0.5  2.0  0.0716  0.2604 Kp L ATLAS 
 4.50  26000 -0.5  2.0  0.0744  0.2382 Kp L ATLAS 
 5.00  26000 -0.5  2.0  0.0778  0.2246 Kp L ATLAS 
 3.50  27000 -0.5  2.0  0.0737  0.3007 Kp L ATLAS 
 4.00  27000 -0.5  2.0  0.0682  0.2637 Kp L ATLAS 
 4.50  27000 -0.5  2.0  0.0702  0.2400 Kp L ATLAS 
 5.00  27000 -0.5  2.0  0.0730  0.2265 Kp L ATLAS 
 3.50  28000 -0.5  2.0  0.0712  0.3074 Kp L ATLAS 
 4.00  28000 -0.5  2.0  0.0659  0.2670 Kp L ATLAS 
 4.50  28000 -0.5  2.0  0.0674  0.2410 Kp L ATLAS 
 5.00  28000 -0.5  2.0  0.0695  0.2268 Kp L ATLAS 
 3.50  29000 -0.5  2.0  0.0665  0.3144 Kp L ATLAS 
 4.00  29000 -0.5  2.0  0.0640  0.2700 Kp L ATLAS 
 4.50  29000 -0.5  2.0  0.0651  0.2421 Kp L ATLAS 
 5.00  29000 -0.5  2.0  0.0665  0.2267 Kp L ATLAS 
 3.50  30000 -0.5  2.0  0.0597  0.3222 Kp L ATLAS 
 4.00  30000 -0.5  2.0  0.0602  0.2736 Kp L ATLAS 
 4.50  30000 -0.5  2.0  0.0621  0.2435 Kp L ATLAS 
 5.00  30000 -0.5  2.0  0.0643  0.2259 Kp L ATLAS 
 3.50  31000 -0.5  2.0  0.0508  0.3321 Kp L ATLAS 
 4.00  31000 -0.5  2.0  0.0548  0.2768 Kp L ATLAS 
 4.50  31000 -0.5  2.0  0.0594  0.2436 Kp L ATLAS 
 5.00  31000 -0.5  2.0  0.0621  0.2243 Kp L ATLAS 
 4.00  32000 -0.5  2.0  0.0482  0.2803 Kp L ATLAS 
 4.50  32000 -0.5  2.0  0.0554  0.2433 Kp L ATLAS 
 5.00  32000 -0.5  2.0  0.0601  0.2214 Kp L ATLAS 
 4.00  33000 -0.5  2.0  0.0403  0.2849 Kp L ATLAS 
 4.50  33000 -0.5  2.0  0.0506  0.2429 Kp L ATLAS 
 5.00  33000 -0.5  2.0  0.0568  0.2186 Kp L ATLAS 
 4.00  34000 -0.5  2.0  0.0310  0.2902 Kp L ATLAS 
 4.50  34000 -0.5  2.0  0.0453  0.2424 Kp L ATLAS 
 5.00  34000 -0.5  2.0  0.0532  0.2154 Kp L ATLAS 
 4.00  35000 -0.5  2.0  0.0223  0.2941 Kp L ATLAS 
 4.50  35000 -0.5  2.0  0.0380  0.2435 Kp L ATLAS 
 5.00  35000 -0.5  2.0  0.0485  0.2130 Kp L ATLAS 
 4.50  37500 -0.5  2.0  0.0207  0.2423 Kp L ATLAS 
 5.00  37500 -0.5  2.0  0.0343  0.2071 Kp L ATLAS 
 4.50  40000 -0.5  2.0  0.0119  0.2389 Kp L ATLAS 
 5.00  40000 -0.5  2.0  0.0231  0.1982 Kp L ATLAS 
 5.00  42500 -0.5  2.0  0.0173  0.1934 Kp L ATLAS 
 5.00  45000 -0.5  2.0  0.0135  0.1933 Kp L ATLAS 
 5.00  47500 -0.5  2.0  0.0100  0.1952 Kp L ATLAS 
 5.00  50000 -0.5  2.0  0.0067  0.1981 Kp L ATLAS 
 0.00   3500 -0.3  2.0  0.9354 -0.1176 Kp L ATLAS 
 0.50   3500 -0.3  2.0  0.9360 -0.1182 Kp L ATLAS 
 1.00   3500 -0.3  2.0  0.9314 -0.1219 Kp L ATLAS 
 1.50   3500 -0.3  2.0  0.9232 -0.1208 Kp L ATLAS 
 2.00   3500 -0.3  2.0  0.9080 -0.1134 Kp L ATLAS 
 2.50   3500 -0.3  2.0  0.8736 -0.0828 Kp L ATLAS 
 3.00   3500 -0.3  2.0  0.7290  0.0493 Kp L ATLAS 
 3.50   3500 -0.3  2.0  0.5287  0.2308 Kp L ATLAS 
 4.00   3500 -0.3  2.0  0.3982  0.3381 Kp L ATLAS 
 4.50   3500 -0.3  2.0  0.3311  0.3892 Kp L ATLAS 
 5.00   3500 -0.3  2.0  0.3004  0.4085 Kp L ATLAS 
 0.00   3750 -0.3  2.0  0.8558 -0.0561 Kp L ATLAS 
 0.50   3750 -0.3  2.0  0.8603 -0.0555 Kp L ATLAS 
 1.00   3750 -0.3  2.0  0.8643 -0.0580 Kp L ATLAS 
 1.50   3750 -0.3  2.0  0.8685 -0.0650 Kp L ATLAS 
 2.00   3750 -0.3  2.0  0.8704 -0.0717 Kp L ATLAS 
 2.50   3750 -0.3  2.0  0.8693 -0.0776 Kp L ATLAS 
 3.00   3750 -0.3  2.0  0.8457 -0.0638 Kp L ATLAS 
 3.50   3750 -0.3  2.0  0.6805  0.0820 Kp L ATLAS 
 4.00   3750 -0.3  2.0  0.4457  0.2867 Kp L ATLAS 
 4.50   3750 -0.3  2.0  0.3042  0.3981 Kp L ATLAS 
 5.00   3750 -0.3  2.0  0.2405  0.4418 Kp L ATLAS 
 0.00   4000 -0.3  2.0  0.7864 -0.0110 Kp L ATLAS 
 0.50   4000 -0.3  2.0  0.7860 -0.0041 Kp L ATLAS 
 1.00   4000 -0.3  2.0  0.7857  0.0001 Kp L ATLAS 
 1.50   4000 -0.3  2.0  0.7861  0.0015 Kp L ATLAS 
 2.00   4000 -0.3  2.0  0.7867  0.0002 Kp L ATLAS 
 2.50   4000 -0.3  2.0  0.7883 -0.0031 Kp L ATLAS 
 3.00   4000 -0.3  2.0  0.7895 -0.0079 Kp L ATLAS 
 3.50   4000 -0.3  2.0  0.7754 -0.0007 Kp L ATLAS 
 4.00   4000 -0.3  2.0  0.6412  0.1095 Kp L ATLAS 
 4.50   4000 -0.3  2.0  0.4242  0.2887 Kp L ATLAS 
 5.00   4000 -0.3  2.0  0.2767  0.4011 Kp L ATLAS 
 0.00   4250 -0.3  2.0  0.7219  0.0320 Kp L ATLAS 
 0.50   4250 -0.3  2.0  0.7160  0.0447 Kp L ATLAS 
 1.00   4250 -0.3  2.0  0.7195  0.0452 Kp L ATLAS 
 1.50   4250 -0.3  2.0  0.7197  0.0464 Kp L ATLAS 
 2.00   4250 -0.3  2.0  0.7191  0.0472 Kp L ATLAS 
 2.50   4250 -0.3  2.0  0.7223  0.0433 Kp L ATLAS 
 3.00   4250 -0.3  2.0  0.7235  0.0406 Kp L ATLAS 
 3.50   4250 -0.3  2.0  0.7227  0.0392 Kp L ATLAS 
 4.00   4250 -0.3  2.0  0.7146  0.0438 Kp L ATLAS 
 4.50   4250 -0.3  2.0  0.6215  0.1171 Kp L ATLAS 
 5.00   4250 -0.3  2.0  0.4412  0.2609 Kp L ATLAS 
 0.00   4500 -0.3  2.0  0.6552  0.0766 Kp L ATLAS 
 0.50   4500 -0.3  2.0  0.6477  0.0915 Kp L ATLAS 
 1.00   4500 -0.3  2.0  0.6476  0.0972 Kp L ATLAS 
 1.50   4500 -0.3  2.0  0.6485  0.0995 Kp L ATLAS 
 2.00   4500 -0.3  2.0  0.6524  0.0956 Kp L ATLAS 
 2.50   4500 -0.3  2.0  0.6557  0.0923 Kp L ATLAS 
 3.00   4500 -0.3  2.0  0.6595  0.0874 Kp L ATLAS 
 3.50   4500 -0.3  2.0  0.6625  0.0830 Kp L ATLAS 
 4.00   4500 -0.3  2.0  0.6625  0.0812 Kp L ATLAS 
 4.50   4500 -0.3  2.0  0.6584  0.0833 Kp L ATLAS 
 5.00   4500 -0.3  2.0  0.5977  0.1315 Kp L ATLAS 
 0.00   4750 -0.3  2.0  0.5867  0.1219 Kp L ATLAS 
 0.50   4750 -0.3  2.0  0.5841  0.1336 Kp L ATLAS 
 1.00   4750 -0.3  2.0  0.5835  0.1408 Kp L ATLAS 
 1.50   4750 -0.3  2.0  0.5827  0.1447 Kp L ATLAS 
 2.00   4750 -0.3  2.0  0.5815  0.1476 Kp L ATLAS 
 2.50   4750 -0.3  2.0  0.5864  0.1438 Kp L ATLAS 
 3.00   4750 -0.3  2.0  0.5921  0.1383 Kp L ATLAS 
 3.50   4750 -0.3  2.0  0.5968  0.1332 Kp L ATLAS 
 4.00   4750 -0.3  2.0  0.6001  0.1292 Kp L ATLAS 
 4.50   4750 -0.3  2.0  0.6019  0.1263 Kp L ATLAS 
 5.00   4750 -0.3  2.0  0.5985  0.1285 Kp L ATLAS 
 0.00   5000 -0.3  2.0  0.5280  0.1551 Kp L ATLAS 
 0.50   5000 -0.3  2.0  0.5203  0.1713 Kp L ATLAS 
 1.00   5000 -0.3  2.0  0.5211  0.1792 Kp L ATLAS 
 1.50   5000 -0.3  2.0  0.5168  0.1880 Kp L ATLAS 
 2.00   5000 -0.3  2.0  0.5141  0.1935 Kp L ATLAS 
 2.50   5000 -0.3  2.0  0.5195  0.1903 Kp L ATLAS 
 3.00   5000 -0.3  2.0  0.5237  0.1874 Kp L ATLAS 
 3.50   5000 -0.3  2.0  0.5302  0.1818 Kp L ATLAS 
 4.00   5000 -0.3  2.0  0.5357  0.1768 Kp L ATLAS 
 4.50   5000 -0.3  2.0  0.5396  0.1731 Kp L ATLAS 
 5.00   5000 -0.3  2.0  0.5406  0.1720 Kp L ATLAS 
 0.00   5250 -0.3  2.0  0.4760  0.1841 Kp L ATLAS 
 0.50   5250 -0.3  2.0  0.4735  0.1946 Kp L ATLAS 
 1.00   5250 -0.3  2.0  0.4668  0.2080 Kp L ATLAS 
 1.50   5250 -0.3  2.0  0.4561  0.2226 Kp L ATLAS 
 2.00   5250 -0.3  2.0  0.4582  0.2260 Kp L ATLAS 
 2.50   5250 -0.3  2.0  0.4562  0.2309 Kp L ATLAS 
 3.00   5250 -0.3  2.0  0.4605  0.2290 Kp L ATLAS 
 3.50   5250 -0.3  2.0  0.4664  0.2249 Kp L ATLAS 
 4.00   5250 -0.3  2.0  0.4735  0.2194 Kp L ATLAS 
 4.50   5250 -0.3  2.0  0.4767  0.2175 Kp L ATLAS 
 5.00   5250 -0.3  2.0  0.4772  0.2179 Kp L ATLAS 
 0.00   5500 -0.3  2.0  0.5668  0.0959 Kp L ATLAS 
 0.50   5500 -0.3  2.0  0.4211  0.2216 Kp L ATLAS 
 1.00   5500 -0.3  2.0  0.4148  0.2327 Kp L ATLAS 
 1.50   5500 -0.3  2.0  0.4086  0.2434 Kp L ATLAS 
 2.00   5500 -0.3  2.0  0.3997  0.2573 Kp L ATLAS 
 2.50   5500 -0.3  2.0  0.3995  0.2630 Kp L ATLAS 
 3.00   5500 -0.3  2.0  0.4056  0.2614 Kp L ATLAS 
 3.50   5500 -0.3  2.0  0.4099  0.2591 Kp L ATLAS 
 4.00   5500 -0.3  2.0  0.4173  0.2544 Kp L ATLAS 
 4.50   5500 -0.3  2.0  0.4210  0.2521 Kp L ATLAS 
 5.00   5500 -0.3  2.0  0.4188  0.2558 Kp L ATLAS 
 0.00   5750 -0.3  2.0  0.5445  0.1095 Kp L ATLAS 
 0.50   5750 -0.3  2.0  0.5394  0.1187 Kp L ATLAS 
 1.00   5750 -0.3  2.0  0.3732  0.2567 Kp L ATLAS 
 1.50   5750 -0.3  2.0  0.3722  0.2610 Kp L ATLAS 
 2.00   5750 -0.3  2.0  0.3722  0.2665 Kp L ATLAS 
 2.50   5750 -0.3  2.0  0.3645  0.2763 Kp L ATLAS 
 3.00   5750 -0.3  2.0  0.3638  0.2813 Kp L ATLAS 
 3.50   5750 -0.3  2.0  0.3658  0.2819 Kp L ATLAS 
 4.00   5750 -0.3  2.0  0.3719  0.2787 Kp L ATLAS 
 4.50   5750 -0.3  2.0  0.3728  0.2787 Kp L ATLAS 
 5.00   5750 -0.3  2.0  0.3730  0.2804 Kp L ATLAS 
 0.00   6000 -0.3  2.0  0.5182  0.1284 Kp L ATLAS 
 0.50   6000 -0.3  2.0  0.5147  0.1361 Kp L ATLAS 
 1.00   6000 -0.3  2.0  0.5122  0.1404 Kp L ATLAS 
 1.50   6000 -0.3  2.0  0.3395  0.2813 Kp L ATLAS 
 2.00   6000 -0.3  2.0  0.3401  0.2831 Kp L ATLAS 
 2.50   6000 -0.3  2.0  0.3341  0.2898 Kp L ATLAS 
 3.00   6000 -0.3  2.0  0.3330  0.2932 Kp L ATLAS 
 3.50   6000 -0.3  2.0  0.3329  0.2957 Kp L ATLAS 
 4.00   6000 -0.3  2.0  0.3354  0.2949 Kp L ATLAS 
 4.50   6000 -0.3  2.0  0.3342  0.2965 Kp L ATLAS 
 5.00   6000 -0.3  2.0  0.3318  0.3000 Kp L ATLAS 
 0.50   6250 -0.3  2.0  0.4909  0.1528 Kp L ATLAS 
 1.00   6250 -0.3  2.0  0.4858  0.1603 Kp L ATLAS 
 1.50   6250 -0.3  2.0  0.4812  0.1646 Kp L ATLAS 
 2.00   6250 -0.3  2.0  0.3103  0.3008 Kp L ATLAS 
 2.50   6250 -0.3  2.0  0.3106  0.3009 Kp L ATLAS 
 3.00   6250 -0.3  2.0  0.3090  0.3029 Kp L ATLAS 
 3.50   6250 -0.3  2.0  0.3092  0.3037 Kp L ATLAS 
